[INFO] [1527630385.848575]: Press CTRL + C to terminate
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00000,0.00000,0.00000
0.11088,-0.01745,0.53803,-1.08255,0.00111,0.00111,0.00000
0.00000,0.00000,0.66000,-1.10000,0.00111,0.00111,0.00000
0.58425,0.00000,0.01732,-1.10000,0.00695,0.00695,-0.00000
0.00000,0.00000,0.66000,-1.10000,0.00695,0.00695,-0.00000
0.00000,0.00000,0.66000,-1.10000,0.00695,0.00695,-0.00000
0.00000,0.00000,0.66000,-1.10000,0.00695,0.00695,-0.00000
0.00000,0.00000,0.66000,-1.10000,0.00695,0.00695,-0.00000
0.00000,0.00000,0.66000,-1.10000,0.00695,0.00695,-0.00000
2.49053,-0.27925,-2.07958,-0.82075,0.03186,0.03186,-0.00001
0.00000,0.00000,0.66000,-1.10000,0.03186,0.03186,-0.00001
0.91263,-0.10472,-0.34389,-0.99528,0.04098,0.04098,-0.00003
0.00000,0.00000,0.66000,-1.10000,0.04098,0.04098,-0.00003
0.00000,0.00000,0.66000,-1.10000,0.04098,0.04098,-0.00003
0.00000,0.00000,0.66000,-1.10000,0.04098,0.04098,-0.00003
0.00000,0.00000,0.66000,-1.10000,0.04098,0.04098,-0.00003
0.00000,0.00000,0.66000,-1.10000,0.04098,0.04098,-0.00003
2.74214,-1.29154,-2.35635,0.19154,0.06840,0.06840,-0.00014
0.00000,0.00000,0.66000,-1.10000,0.06840,0.06840,-0.00014
0.00000,0.00000,0.66000,-1.10000,0.06840,0.06840,-0.00014
0.00000,0.00000,0.66000,-1.10000,0.06840,0.06840,-0.00014
0.00000,0.00000,0.66000,-1.10000,0.06840,0.06840,-0.00014
0.00000,0.00000,0.66000,-1.10000,0.06840,0.06840,-0.00014
2.89993,-4.74730,-2.52992,3.64730,0.09740,0.09740,-0.00063
0.00000,0.00000,0.66000,-1.10000,0.09740,0.09740,-0.00063
0.95101,-1.95477,-0.38611,0.85477,0.10690,0.10689,-0.00125
0.00000,0.00000,0.66000,-1.10000,0.10690,0.10689,-0.00125
0.00000,0.00000,0.66000,-1.10000,0.10690,0.10689,-0.00125
0.00000,0.00000,0.66000,-1.10000,0.10690,0.10689,-0.00125
0.00000,0.00000,0.66000,-1.10000,0.10690,0.10689,-0.00125
0.00000,0.00000,0.66000,-1.10000,0.10690,0.10689,-0.00125
2.99802,-7.53982,-2.63782,6.43982,0.13682,0.13676,-0.00376
0.00000,0.00000,0.66000,-1.10000,0.13682,0.13676,-0.00376
1.04056,-1.58825,-0.48462,0.48825,0.14714,0.14704,-0.00541
0.00000,0.00000,0.66000,-1.10000,0.14714,0.14704,-0.00541
0.00000,0.00000,0.66000,-1.10000,0.14714,0.14704,-0.00541
0.00000,0.00000,0.66000,-1.10000,0.14714,0.14704,-0.00541
0.00000,0.00000,0.66000,-1.10000,0.14714,0.14704,-0.00541
0.00000,0.00000,0.66000,-1.10000,0.14714,0.14704,-0.00541
2.95111,-4.18879,-2.58622,3.08879,0.17641,0.17610,-0.01056
0.00000,0.00000,0.66000,-1.10000,0.17641,0.17610,-0.01056
0.00000,0.00000,0.66000,-1.10000,0.17641,0.17610,-0.01056
0.00000,0.00000,0.66000,-1.10000,0.17641,0.17610,-0.01056
0.00000,0.00000,0.66000,-1.10000,0.17641,0.17610,-0.01056
0.00000,0.00000,0.66000,-1.10000,0.17641,0.17610,-0.01056
2.90420,-6.14356,-2.53462,5.04356,0.20515,0.20446,-0.01681
0.00000,0.00000,0.66000,-1.10000,0.20515,0.20446,-0.01681
0.98512,-1.86750,-0.42364,0.76750,0.21482,0.21393,-0.01952
0.00000,0.00000,0.66000,-1.10000,0.21482,0.21393,-0.01952
0.00000,0.00000,0.66000,-1.10000,0.21482,0.21393,-0.01952
